date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:39:03	88632/88632	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2006:40:59%20GMT	https://tema8.dokuzyazilim.com/u/tema8/banners/a/b/a/banner3-1633502459.jpg	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/u/tema8/banners/a/b/a/banner3-1633502459.jpg	(from https://tema8.dokuzyazilim.com/)
13:39:03	53668/53668	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2006:40:51%20GMT	https://tema8.dokuzyazilim.com/u/tema8/banners/a/b/a/banner2-2-1633502451.jpg	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/u/tema8/banners/a/b/a/banner2-2-1633502451.jpg	(from https://tema8.dokuzyazilim.com/)
13:39:03	73078/73078	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2006:40:31%20GMT	https://tema8.dokuzyazilim.com/u/tema8/banners/a/b/a/banner1-2-1633502431.jpg	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/u/tema8/banners/a/b/a/banner1-2-1633502431.jpg	(from https://tema8.dokuzyazilim.com/)
13:39:04	18258/18258	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:02%20GMT	https://tema8.dokuzyazilim.com/iletisim.html	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/iletisim.html	(from https://tema8.dokuzyazilim.com/)
13:39:04	15742/15742	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:03%20GMT	https://tema8.dokuzyazilim.com/hakkimizda-1	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/hakkimizda-1.html	(from https://tema8.dokuzyazilim.com/)
13:39:04	15803/15803	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:03%20GMT	https://tema8.dokuzyazilim.com/gizlilk-ve-guvenlik	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/gizlilk-ve-guvenlik.html	(from https://tema8.dokuzyazilim.com/)
13:39:04	15795/15795	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:03%20GMT	https://tema8.dokuzyazilim.com/uyelik-kosullari-1	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/uyelik-kosullari-1.html	(from https://tema8.dokuzyazilim.com/)
13:39:05	15879/15879	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:03%20GMT	https://tema8.dokuzyazilim.com/kargo-ve-teslimat-2	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/kargo-ve-teslimat-2.html	(from https://tema8.dokuzyazilim.com/)
13:39:05	37576/37576	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:04%20GMT	https://tema8.dokuzyazilim.com/-1	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/-1.html	(from https://tema8.dokuzyazilim.com/)
13:39:05	69173/69173	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:04%20GMT	https://tema8.dokuzyazilim.com/-2	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/-2.html	(from https://tema8.dokuzyazilim.com/)
13:39:05	35129/35129	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:04%20GMT	https://tema8.dokuzyazilim.com/-4	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/-4.html	(from https://tema8.dokuzyazilim.com/)
13:39:05	29217/29217	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:04%20GMT	https://tema8.dokuzyazilim.com/-42	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/-42.html	(from https://tema8.dokuzyazilim.com/)
13:39:06	29237/29237	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:04%20GMT	https://tema8.dokuzyazilim.com/-48	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/-48.html	(from https://tema8.dokuzyazilim.com/)
13:39:06	66270/66270	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:05%20GMT	https://tema8.dokuzyazilim.com/giyim	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/giyim.html	(from https://tema8.dokuzyazilim.com/)
13:39:06	76598/76598	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:05%20GMT	https://tema8.dokuzyazilim.com/kitap	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/kitap.html	(from https://tema8.dokuzyazilim.com/)
13:39:06	77774/77774	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:05%20GMT	https://tema8.dokuzyazilim.com/yoga-malzemeleri	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/yoga-malzemeleri.html	(from https://tema8.dokuzyazilim.com/)
13:39:06	17006/17006	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:05%20GMT	https://tema8.dokuzyazilim.com/satis-ortakligi	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/satis-ortakligi.html	(from https://tema8.dokuzyazilim.com/)
13:39:07	1694/1694	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Mar%202018%2012:04:22%20GMT	https://tema8.dokuzyazilim.com/u/tema8/menu/a/i/n/instagram-24x24-1522065862.png	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/u/tema8/menu/a/i/n/instagram-24x24-1522065862.png	(from https://tema8.dokuzyazilim.com/)
13:39:07	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2005%20Nov%202023%2010:39:06%20GMT	https://tema8.dokuzyazilim.com/?p=AfilMembers	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/indexf90c.html	(from https://tema8.dokuzyazilim.com/)
13:39:07	8471/8471	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Sep%202021%2014:14:52%20GMT	https://tema8.dokuzyazilim.com/u/tema8/banners/a/f/o/footer-bank-1631628892.png	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/u/tema8/banners/a/f/o/footer-bank-1631628892.png	(from https://tema8.dokuzyazilim.com/)
13:39:07	1028/1028	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Nov%202023%2009:50:25%20GMT	https://tema8.dokuzyazilim.com/https://i0.wp.com/www.turknovatech.com/wp-content/uploads/2023/09/Logo-Turkiye-Novatech-2.jpg?w=1178&ssl=1%22	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/https://i0.wp.com/www.turknovatech.com/wp-content/uploads/2023/09/Logo-Turkiye-Novatech-2.jpg?w=1178&ssl=1%22	(from https://tema8.dokuzyazilim.com/)
13:39:07	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:06%20GMT	https://tema8.dokuzyazilim.com/index.php?p=Products&get_special_price=1	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/indexa16b.php	(from https://tema8.dokuzyazilim.com/)
13:39:08	250201/250201	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20May%202022%2012:30:17%20GMT	https://tema8.dokuzyazilim.com/u/tema8/combine.js?v=2780	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/u/tema8/combineb476.js	(from https://tema8.dokuzyazilim.com/)
13:39:08	1362/1362	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202013%2022:12:28%20GMT	https://tema8.dokuzyazilim.com/js/fancybox/fancybox_sprite.png	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/js/fancybox/fancybox_sprite.png	(from https://tema8.dokuzyazilim.com/js/fancybox/jquery.fancybox.css?v=2780)
13:39:08	6567/6567	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Jun%202013%2022:12:28%20GMT	https://tema8.dokuzyazilim.com/js/fancybox/fancybox_loading.gif	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/js/fancybox/fancybox_loading.gif	(from https://tema8.dokuzyazilim.com/js/fancybox/jquery.fancybox.css?v=2780)
13:39:08	43/43	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Jun%202013%2022:12:28%20GMT	https://tema8.dokuzyazilim.com/js/fancybox/blank.gif	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/js/fancybox/blank.gif	(from https://tema8.dokuzyazilim.com/js/fancybox/jquery.fancybox.css?v=2780)
13:39:09	1003/1003	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202013%2022:12:28%20GMT	https://tema8.dokuzyazilim.com/js/fancybox/fancybox_overlay.png	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/js/fancybox/fancybox_overlay.png	(from https://tema8.dokuzyazilim.com/js/fancybox/jquery.fancybox.css?v=2780)
13:39:09	6553/6553	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202013%2022:12:28%20GMT	https://tema8.dokuzyazilim.com/js/fancybox/fancybox_sprite@2x.png	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/js/fancybox/fancybox_sprite@2x.png	(from https://tema8.dokuzyazilim.com/js/fancybox/jquery.fancybox.css?v=2780)
13:39:09	13984/13984	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Jun%202013%2022:12:28%20GMT	https://tema8.dokuzyazilim.com/js/fancybox/fancybox_loading@2x.gif	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/js/fancybox/fancybox_loading@2x.gif	(from https://tema8.dokuzyazilim.com/js/fancybox/jquery.fancybox.css?v=2780)
13:39:10	18424/18424	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:08%20GMT	https://tema8.dokuzyazilim.com/index.php?p=Members	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/index220d.html	(from https://tema8.dokuzyazilim.com/register?adr=1)
13:39:10	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:09%20GMT	https://tema8.dokuzyazilim.com/index.php?p=Cities&no_common=1&opts=	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/index92f7.php	(from https://tema8.dokuzyazilim.com/register?adr=1)
13:39:10	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:09%20GMT	https://tema8.dokuzyazilim.com/index.php?p=Towns&no_common=1&opts=	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/indexa42f.php	(from https://tema8.dokuzyazilim.com/register?adr=1)
13:39:10	15432/15432	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:09%20GMT	https://tema8.dokuzyazilim.com/pass-forgot	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/pass-forgot.html	(from https://tema8.dokuzyazilim.com/login)
13:39:11	16654/16654	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:09%20GMT	https://tema8.dokuzyazilim.com/index.php?p=Cart	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/indexd549.html	(from https://tema8.dokuzyazilim.com/cart)
13:39:11	24013/24013	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:10%20GMT	https://tema8.dokuzyazilim.com/ortaokul-urunleri	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/ortaokul-urunleri.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:11	24929/24929	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:10%20GMT	https://tema8.dokuzyazilim.com/ortaokul-urunleri/5-sinif-yardimci-kaynaklar	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/ortaokul-urunleri/5-sinif-yardimci-kaynaklar.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:11	72508/72508	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:10%20GMT	https://tema8.dokuzyazilim.com/aksesuar	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/aksesuar.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:11	29283/29283	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:10%20GMT	https://tema8.dokuzyazilim.com/giyim/yoga-erkek-giyim	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/giyim/yoga-erkek-giyim.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:12	66912/66912	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:11%20GMT	https://tema8.dokuzyazilim.com/giyim/yoga-kadin-giyim	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/giyim/yoga-kadin-giyim.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:12	23521/23521	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:11%20GMT	https://tema8.dokuzyazilim.com/ilkokul-kitaplari	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/ilkokul-kitaplari.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:12	24261/24261	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:11%20GMT	https://tema8.dokuzyazilim.com/ilkokul-kitaplari/okul-oncesi	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/ilkokul-kitaplari/okul-oncesi.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:12	32053/32053	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:11%20GMT	https://tema8.dokuzyazilim.com/kisisel-bakim	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/kisisel-bakim.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:13	58432/58432	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:12%20GMT	https://tema8.dokuzyazilim.com/kitap/osho	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/kitap/osho.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:13	70598/70598	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:12%20GMT	https://tema8.dokuzyazilim.com/kurumsal-toptan	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/kurumsal-toptan.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:13	42022/42022	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:12%20GMT	https://tema8.dokuzyazilim.com/saglikli-yasam	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/saglikli-yasam.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:13	72383/72383	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:12%20GMT	https://tema8.dokuzyazilim.com/yoga-malzemeleri/bloklar-yardimci-malzemeler	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/yoga-malzemeleri/bloklar-yardimci-malzemeler.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:13	30598/30598	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:12%20GMT	https://tema8.dokuzyazilim.com/yoga-malzemeleri/jut-kaplama-yoga-mati	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/yoga-malzemeleri/jut-kaplama-yoga-mati.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:14	72960/72960	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:13%20GMT	https://tema8.dokuzyazilim.com/yoga-malzemeleri/matlar	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/yoga-malzemeleri/matlar.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:14	29386/29386	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:13%20GMT	https://tema8.dokuzyazilim.com/yoga-malzemeleri/mikrofiber-kaplama-yoga-mati	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/yoga-malzemeleri/mikrofiber-kaplama-yoga-mati.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:14	73267/73267	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:13%20GMT	https://tema8.dokuzyazilim.com/yoga-malzemeleri/pilates-urunleri	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/yoga-malzemeleri/pilates-urunleri.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:14	65782/65782	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:13%20GMT	https://tema8.dokuzyazilim.com/yoga-malzemeleri/pro-series-yoga-matlari	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/yoga-malzemeleri/pro-series-yoga-matlari.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:15	41298/41298	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:13%20GMT	https://tema8.dokuzyazilim.com/yoga-malzemeleri/seyahat-matlari	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/yoga-malzemeleri/seyahat-matlari.html	(from https://tema8.dokuzyazilim.com/kategoriler.html)
13:39:15	20259/20259	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:14%20GMT	https://tema8.dokuzyazilim.com/markalar-A.html	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/markalar-A.html	(from https://tema8.dokuzyazilim.com/markalar.html)
13:39:15	19428/19428	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:14%20GMT	https://tema8.dokuzyazilim.com/markalar-B.html	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/markalar-B.html	(from https://tema8.dokuzyazilim.com/markalar.html)
13:39:15	19204/19204	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:14%20GMT	https://tema8.dokuzyazilim.com/markalar-C.html	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/markalar-C.html	(from https://tema8.dokuzyazilim.com/markalar.html)
13:39:16	18219/18219	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:14%20GMT	https://tema8.dokuzyazilim.com/markalar-%c3%87.html	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/markalar-%c3%87.html	(from https://tema8.dokuzyazilim.com/markalar.html)
13:39:16	19959/19959	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:15%20GMT	https://tema8.dokuzyazilim.com/markalar-D.html	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/markalar-D.html	(from https://tema8.dokuzyazilim.com/markalar.html)
13:39:16	18219/18219	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:15%20GMT	https://tema8.dokuzyazilim.com/markalar-E.html	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/markalar-E.html	(from https://tema8.dokuzyazilim.com/markalar.html)
13:39:16	18219/18219	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:15%20GMT	https://tema8.dokuzyazilim.com/markalar-F.html	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/markalar-F.html	(from https://tema8.dokuzyazilim.com/markalar.html)
13:39:16	18429/18429	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:15%20GMT	https://tema8.dokuzyazilim.com/markalar-G.html	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/markalar-G.html	(from https://tema8.dokuzyazilim.com/markalar.html)
13:39:17	18913/18913	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:39:15%20GMT	https://tema8.dokuzyazilim.com/markalar-H.html	C:/Users/abdul/Desktop/HTTRACK/site8/site/tema8.dokuzyazilim.com/markalar-H.html	(from https://tema8.dokuzyazilim.com/markalar.html)
